,Age,Number of Dependents,Number of Referrals,Tenure in Months,Avg Monthly GB Download,Monthly Charge,Total Refunds,Total Long Distance Charges,Total Revenue,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_Não contratado,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Customer Status
1704,0,0,0,67,21.0,111.3,0,1959.08,9441.18,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1705,1,0,0,10,14.0,95.35,0,413.7,1312.05,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
1706,0,3,7,60,21.0,76.95,0,1632.0,6175.95,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1707,0,0,0,65,0.0,24.8,0,2981.55,4582.5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1708,0,3,5,72,57.0,104.9,0,500.4,8059.95,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1709,1,0,8,26,11.0,98.1,1,485.16,2951.69,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
1710,0,0,1,8,0.0,19.75,0,369.04,514.04,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
1711,0,0,3,48,2.0,100.05,1,48.96,4845.51,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1712,0,0,0,41,19.0,81.3,0,321.03,3511.68,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1713,0,0,0,1,5.0,25.15,0,0.0,25.15,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1714,0,0,0,6,24.0,91.1,0,70.86,526.16,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1715,0,2,3,37,16.0,88.8,0,39.96,3380.51,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
1716,1,0,0,56,29.0,110.5,0,2639.28,8778.78,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1717,0,0,0,7,0.0,19.9,0,113.4,286.55,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1718,0,0,0,4,51.0,80.3,0,154.96,479.16,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1719,1,0,0,71,13.0,99.65,0,2439.56,9387.38,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1720,1,0,8,58,4.0,98.9,0,1804.38,7585.08,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1721,1,0,0,53,0.0,19.65,0,1228.01,2206.01,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1722,1,0,5,31,18.0,89.45,1,1427.86,4203.93,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
1723,0,0,0,6,41.0,55.7,0,18.96,354.61,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1724,0,0,0,49,13.0,66.15,0,870.73,4069.73,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1725,1,0,0,8,28.0,58.2,0,140.16,639.41,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1726,1,0,0,22,0.0,20.05,0,756.58,1173.58,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1727,0,0,0,29,12.0,84.45,0,822.73,3289.83,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1728,0,1,3,61,76.0,33.6,0,0.0,2227.2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1729,1,0,0,30,19.0,91.7,0,1376.4,4134.55,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
1730,0,0,1,25,25.0,89.1,0,581.0,2949.4,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1731,1,0,0,9,15.0,79.55,0,223.65,952.2,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
1732,0,2,1,5,0.0,20.55,0,206.05,305.5,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1733,0,0,0,9,58.0,85.35,0,442.26,1200.86,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1734,0,0,6,65,15.0,108.05,0,2687.1,9806.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1735,1,0,0,29,21.0,101.45,0,191.11,3199.71,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
1736,0,0,0,12,16.0,79.55,0,263.16,1221.41,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1737,0,1,6,55,18.0,100.9,0,2264.9,7713.5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1738,0,0,0,11,25.0,73.85,0,494.34,1420.59,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1739,0,0,4,68,0.0,25.05,0,1712.92,3342.12,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1740,0,0,0,34,18.0,105.35,0,952.0,4492.65,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1741,0,1,2,36,19.0,53.65,0,288.0,2227.35,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1742,0,0,9,15,0.0,25.2,0,700.2,1088.1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1743,0,0,0,10,23.0,51.65,0,490.4,1014.9,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1744,0,0,10,43,20.0,86.1,0,328.09,3879.74,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1745,0,2,0,8,0.0,20.05,0,125.28,288.88,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1746,1,3,1,4,52.0,46.0,0,168.52,350.12,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
1747,1,3,6,71,0.0,19.6,0,1145.23,2532.68,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1748,0,0,0,17,13.0,93.85,0,76.67,1702.32,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1749,0,1,1,6,82.0,48.95,0,148.98,422.23,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1750,1,0,0,2,22.0,94.0,0,41.98,223.68,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1751,1,0,1,1,9.0,49.55,0,24.24,73.79,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
1752,0,0,0,64,73.0,105.65,0,1550.72,8453.82,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
1753,0,3,0,39,29.0,54.85,0,0.0,2191.7,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1754,0,2,9,46,15.0,56.9,0,1768.7,4328.8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1755,0,0,0,1,52.0,90.75,0,23.06,113.81,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1756,0,3,10,72,53.0,84.2,0,2724.48,8711.03,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1757,0,1,0,33,0.0,19.8,0,412.83,1054.18,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1758,0,0,0,32,12.0,109.55,0,147.52,3755.52,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1759,0,0,0,5,0.0,20.5,0,123.05,227.35,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1760,0,0,0,2,48.0,45.25,0,0.0,95.5,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1761,0,0,0,2,41.0,80.55,0,67.78,251.88,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1762,1,0,0,17,25.0,82.65,0,18.02,1488.07,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1763,0,1,0,5,0.0,20.35,0,40.05,162.05,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1764,0,0,0,10,0.0,24.0,0,30.1,256.65,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
1765,0,0,0,41,8.0,56.3,0,1495.27,3859.27,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1766,0,0,0,63,59.0,99.9,0,527.94,6664.94,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1767,0,0,3,22,0.0,20.15,0,1057.32,1477.22,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1768,0,0,0,47,13.0,103.7,0,115.15,4845.75,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1769,0,0,0,65,18.0,74.2,0,1444.95,6250.6,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1770,1,0,0,8,23.0,-8.0,0,318.88,1227.43,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1771,0,0,0,10,18.0,95.2,0,356.3,1286.7,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
1772,0,0,0,9,23.0,77.65,0,205.92,920.07,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1773,1,0,0,35,26.0,89.2,0,1736.35,4987.65,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
1774,1,0,0,2,11.0,74.7,0,13.02,178.42,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1775,1,0,1,8,27.0,43.35,0,0.0,371.4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1776,0,0,4,24,51.0,29.1,0,0.0,688.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1777,0,0,0,36,9.0,53.1,0,0.0,1901.25,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1778,1,0,1,67,30.0,111.3,1,1454.57,8985.11,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1779,1,0,2,15,3.0,83.05,0,661.95,2030.25,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1780,0,1,0,10,19.0,61.9,0,299.5,918.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1781,0,0,0,1,59.0,78.05,0,29.41,117.46,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1782,1,0,1,24,5.0,39.1,0,0.0,971.3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1783,0,0,0,21,9.0,36.0,0,0.0,780.15,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1784,0,0,0,11,10.0,58.95,0,270.27,941.87,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1785,1,0,0,50,29.0,104.95,0,882.5,6104.85,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1786,0,0,0,13,0.0,19.45,0,290.03,560.23,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1787,0,1,7,64,23.0,110.3,0,1354.24,8351.54,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1788,0,1,0,71,30.0,85.45,0,2264.19,8293.14,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1789,1,0,0,9,0.0,20.15,0,313.11,551.26,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
1790,1,0,1,53,13.0,60.45,0,0.0,3184.25,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1791,0,0,1,46,0.0,19.95,0,1401.62,2328.72,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1792,0,2,9,63,48.0,80.3,0,1189.44,6125.79,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1793,0,0,10,71,73.0,108.55,0,2269.87,9885.87,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1794,1,0,0,5,13.0,69.35,0,47.8,389.4,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1795,0,3,9,65,0.0,25.3,0,2211.95,3960.5,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1796,0,0,0,42,13.0,100.3,0,1078.98,5301.93,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1797,0,0,0,24,69.0,54.95,0,721.68,2070.18,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1798,0,2,0,66,0.0,20.55,1,1361.58,2701.54,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1799,0,0,0,25,0.0,19.8,0,348.25,823.45,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1800,0,0,9,56,19.0,99.75,0,1149.68,6758.08,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1801,1,0,4,52,9.0,105.1,0,1515.8,6892.2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1802,0,2,4,23,0.0,25.1,0,824.78,1436.23,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1803,0,0,10,25,0.0,26.8,0,90.0,823.55,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1804,0,0,0,32,28.0,101.35,0,1328.96,4663.86,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1805,0,0,0,16,53.0,50.15,0,228.16,990.41,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1806,1,3,4,23,53.0,88.45,0,46.69,2177.24,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1807,0,0,0,26,82.0,54.55,0,0.0,1362.85,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1808,0,0,3,49,0.0,20.05,0,1082.9,2006.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1809,1,0,0,5,17.0,70.25,1,11.35,330.77,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
1810,0,0,0,50,0.0,19.4,0,631.0,1654.95,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1811,0,0,0,13,17.0,45.55,0,0.0,597.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1812,1,1,9,28,0.0,19.9,0,613.48,1156.48,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1813,0,1,0,49,0.0,19.45,0,2236.36,3157.66,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1814,0,0,0,18,12.0,95.05,1,133.56,1774.31,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1815,0,1,8,72,73.0,71.45,0,2807.28,7833.13,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1816,0,2,0,37,11.0,95.25,0,59.2,3373.35,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1817,1,0,10,7,13.0,29.8,1,0.0,208.62,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1818,1,0,4,45,19.0,81.4,0,71.55,3847.4,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1819,0,0,0,19,5.0,45.0,1,560.88,1404.18,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1820,0,0,0,29,0.0,19.8,0,1337.48,1909.68,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1821,0,1,3,61,19.0,103.9,0,2627.88,9077.03,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1822,0,0,0,4,20.0,-8.0,0,135.72,335.47,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
1823,0,0,0,38,27.0,103.65,0,910.1,5038.6,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
1824,0,0,0,1,73.0,45.05,0,48.03,93.08,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
1825,1,0,0,15,25.0,45.9,1,0.0,677.18,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1826,0,0,0,71,53.0,108.05,0,3508.82,11040.97,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
1827,0,0,1,52,14.0,84.1,0,1995.24,6343.89,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1828,1,0,0,2,0.0,20.65,0,49.42,88.12,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
1829,1,0,1,24,12.0,93.15,0,386.4,2617.45,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1830,0,0,0,43,28.0,75.35,0,845.38,4006.78,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1831,0,0,0,2,52.0,46.05,0,59.38,149.73,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
1832,0,0,0,24,59.0,49.7,0,89.28,1307.53,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1833,1,0,0,41,15.0,99.8,1,924.96,5175.38,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1834,0,0,1,14,19.0,87.25,0,408.52,1667.12,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1835,0,0,9,64,25.0,68.3,0,1490.56,5869.36,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1836,0,0,1,72,0.0,19.4,0,3564.0,4927.25,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1837,0,0,0,27,53.0,56.15,0,35.37,1474.72,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1838,1,0,0,35,18.0,73.0,0,106.4,2577.65,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1839,1,0,0,1,28.0,68.65,0,12.4,81.05,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1840,1,0,0,43,6.0,89.55,0,1682.16,5538.91,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
1841,1,0,1,53,12.0,95.85,1,1594.77,6592.17,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1842,0,0,0,17,21.0,55.85,0,413.27,1350.77,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
1843,1,0,0,20,15.0,85.8,0,585.8,2313.3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
1844,0,0,0,6,0.0,19.15,0,63.24,187.64,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1845,0,0,0,61,8.0,89.65,0,1430.45,6739.15,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1846,1,0,0,4,24.0,89.2,0,193.4,539.6,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1847,0,0,0,1,69.0,80.5,0,35.77,116.27,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1848,0,2,1,68,29.0,83.65,1,1083.92,6770.33,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1849,0,0,0,1,5.0,79.25,0,19.98,99.23,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1850,0,0,0,2,20.0,80.6,0,10.64,166.44,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
1851,0,0,0,45,24.0,89.3,1,635.4,4607.62,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
1852,1,0,1,40,19.0,84.85,0,81.2,3384.25,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1853,0,0,0,34,2.0,105.1,0,95.88,3730.68,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1854,0,0,0,13,22.0,85.95,0,379.73,1595.38,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1855,1,0,0,1,0.0,20.25,0,10.71,30.96,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
1856,0,1,6,35,30.0,40.9,0,0.0,1383.6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1857,1,2,7,35,0.0,19.9,0,848.05,1514.05,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1858,1,0,5,72,5.0,102.65,0,2052.0,9602.3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1859,0,0,0,12,0.0,19.45,0,429.72,657.17,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
1860,1,0,4,69,18.0,75.75,0,3058.77,8446.92,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1861,1,0,0,57,15.0,104.9,0,1830.84,7833.1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1862,1,0,4,35,4.0,70.3,0,365.05,2861.6,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
1863,0,3,9,69,53.0,86.9,0,1818.15,8012.25,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1864,0,0,1,63,21.0,107.5,0,121.59,7055.34,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1865,0,3,0,41,28.0,45.2,0,1596.54,3438.44,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1866,0,3,5,47,0.0,21.3,0,185.65,1227.45,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1867,0,0,1,72,8.0,117.8,0,2510.64,11195.44,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1868,0,0,0,59,73.0,79.85,0,114.46,4900.56,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1869,0,3,5,18,0.0,19.35,0,360.0,669.25,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1870,0,0,1,25,82.0,34.0,0,0.0,853.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1871,0,0,5,40,24.0,80.8,0,518.8,3651.55,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1872,0,0,1,21,69.0,55.95,0,0.0,1167.05,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1873,0,1,10,68,18.0,101.05,0,2354.16,9124.66,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1874,1,0,2,70,0.0,19.55,0,1113.0,2575.05,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1875,0,0,8,72,52.0,84.05,0,1162.8,7215.05,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1876,0,0,7,11,0.0,20.6,0,21.12,255.02,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1877,0,2,9,56,0.0,24.95,0,1627.36,3096.26,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1878,0,0,0,36,2.0,34.85,0,0.0,1267.2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1879,0,0,0,37,6.0,90.6,1,1647.24,4996.93,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1880,0,0,3,39,13.0,55.9,0,0.0,2184.35,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1881,0,3,0,18,48.0,80.55,0,739.44,2146.09,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1882,0,0,0,19,41.0,84.75,1,216.98,1819.55,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1883,0,0,0,4,17.0,76.65,0,96.36,429.96,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1884,1,0,0,38,15.0,83.45,1,129.96,3252.13,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1885,0,2,5,10,0.0,19.7,0,462.3,659.84,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1886,0,0,7,56,48.0,100.55,0,2626.4,8141.35,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1887,0,0,0,30,18.0,68.95,0,679.2,2717.9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1888,1,2,1,72,19.0,88.7,0,2061.36,8562.71,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1889,0,0,0,8,0.0,20.2,0,42.16,183.11,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1890,1,1,1,53,17.0,104.05,0,1503.08,7069.48,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1891,0,0,1,46,3.0,94.65,0,465.98,4778.48,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1892,0,0,0,6,0.0,20.7,0,46.32,159.07,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1893,0,0,1,8,76.0,94.2,0,310.64,1087.94,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1894,0,0,1,56,48.0,98.25,0,1072.96,6731.31,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1895,0,0,0,31,52.0,65.25,0,965.34,3079.64,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
1896,1,0,0,13,30.0,59.9,0,648.7,1437.05,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1897,0,3,6,40,22.0,110.1,0,460.0,4929.1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1898,1,0,0,59,13.0,94.05,0,1129.26,6643.16,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1899,0,3,7,50,27.0,103.05,0,2374.0,7527.5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1900,0,3,0,2,52.0,24.4,0,0.0,36.55,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
1901,0,0,0,46,2.0,79.2,0,2154.18,5747.98,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1902,0,3,0,18,28.0,64.8,0,764.1,1930.8,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1903,0,0,0,35,12.0,33.45,0,0.0,1205.85,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1904,0,2,0,1,13.0,50.6,0,11.86,62.46,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
1905,0,0,0,4,76.0,80.8,0,169.32,501.77,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
1906,0,0,0,5,27.0,85.3,0,182.6,606.75,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1907,1,0,7,69,17.0,64.15,0,2751.72,7045.82,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1908,0,0,1,17,3.0,80.85,0,282.37,1683.22,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1909,0,0,0,1,0.0,20.2,0,43.52,63.72,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1910,1,0,1,24,22.0,78.85,0,49.2,1821.45,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1911,1,0,0,62,3.0,84.45,0,1210.24,6169.39,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1912,0,0,0,12,14.0,45.4,0,133.44,652.34,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1913,0,0,0,23,0.0,20.85,0,812.36,1286.26,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
1914,0,2,10,45,18.0,50.9,0,0.0,2333.85,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1915,1,0,0,9,8.0,85.3,0,435.42,1226.82,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1916,1,0,3,4,13.0,80.35,0,129.72,437.12,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1917,1,0,0,24,24.0,85.95,0,228.72,2335.87,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
